age,job,marital,Married,education,Ed,default,Def,balance,housing,House,loan,Personal,contact,day,month,duration,campaign,pdays,previous,Previous,Subscribe
22,student,single,0,primary,1,no,0,3472,no,0,no,0,cellular,20,oct,332,1,183,3,0,1
46,unemployed,single,0,tertiary,3,no,0,705,no,0,no,0,cellular,4,feb,398,1,-1,0,0,0
32,services,married,1,secondary,2,no,0,255,yes,1,yes,1,unknown,21,may,86,2,-1,0,0,0
45,blue-collar,married,1,secondary,2,no,0,4365,no,0,yes,1,cellular,9,feb,45,2,-1,0,0,0
32,management,married,1,secondary,2,no,0,350,yes,1,no,0,unknown,28,may,110,2,-1,0,0,0
49,blue-collar,married,1,primary,1,no,0,474,yes,1,yes,1,telephone,9,feb,152,3,221,1,0,0
27,technician,single,0,secondary,2,no,0,489,yes,1,no,0,cellular,30,jul,356,4,-1,0,0,1
46,entrepreneur,married,1,secondary,2,no,0,757,no,0,no,0,unknown,16,jun,382,3,-1,0,0,0
37,management,single,0,tertiary,3,no,0,695,no,0,no,0,cellular,28,jan,233,1,-1,0,0,0
30,unemployed,single,0,secondary,2,yes,1,-770,yes,1,no,0,unknown,28,may,87,1,-1,0,0,0
44,self-employed,divorced,0,secondary,2,no,0,80,yes,1,yes,1,unknown,14,may,387,2,-1,0,0,0
45,technician,married,1,secondary,2,no,0,315,yes,1,no,0,cellular,30,jun,103,1,-1,0,0,0
27,student,single,0,secondary,2,no,0,213,no,0,no,0,cellular,27,mar,378,1,-1,0,0,1
57,housemaid,married,1,primary,1,no,0,0,no,0,no,0,unknown,9,jun,257,2,-1,0,0,0
66,management,married,1,tertiary,3,no,0,2169,no,0,no,0,cellular,7,jul,282,1,-1,0,0,0
40,admin.,divorced,0,secondary,2,no,0,212,no,0,no,0,unknown,7,jan,176,1,-1,0,0,0
48,blue-collar,married,1,secondary,2,no,0,333,yes,1,no,0,cellular,14,may,24,6,-1,0,0,0
33,blue-collar,single,0,secondary,2,no,0,4404,yes,1,no,0,cellular,20,nov,766,3,-1,0,0,0
42,services,divorced,0,secondary,2,no,0,257,yes,1,no,0,cellular,12,may,955,2,-1,0,0,1
47,unemployed,married,1,secondary,2,no,0,3188,yes,1,no,0,cellular,3,feb,426,3,-1,0,0,0
27,technician,single,0,tertiary,3,no,0,3083,yes,1,no,0,unknown,29,may,244,2,-1,0,0,0
78,retired,married,1,tertiary,3,no,0,226,no,0,no,0,telephone,6,nov,136,1,-1,0,0,0
50,services,married,1,primary,1,no,0,1260,no,0,no,0,cellular,18,nov,172,1,-1,0,0,0
46,entrepreneur,single,0,tertiary,3,no,0,1410,yes,1,no,0,cellular,19,nov,93,1,189,8,0,0
41,admin.,divorced,0,secondary,2,no,0,6046,yes,1,yes,1,telephone,15,mar,300,6,182,2,1,1
36,admin.,single,0,tertiary,3,no,0,980,no,0,no,0,cellular,11,nov,118,4,104,7,0,0
49,retired,married,1,primary,1,no,0,-37,no,0,no,0,unknown,4,jul,191,2,-1,0,0,0
46,management,divorced,0,tertiary,3,no,0,-154,yes,1,yes,1,unknown,27,may,107,2,-1,0,0,0
77,retired,married,1,primary,1,no,0,680,no,0,no,0,telephone,24,feb,513,2,89,7,0,0
30,technician,single,0,tertiary,3,no,0,799,yes,1,yes,1,unknown,6,jun,91,18,-1,0,0,0
43,management,single,0,secondary,2,yes,1,-1164,yes,1,yes,1,cellular,18,jul,76,4,-1,0,0,0
44,blue-collar,married,1,secondary,2,no,0,2523,yes,1,no,0,unknown,29,may,1236,2,-1,0,0,0
40,blue-collar,married,1,primary,1,no,0,98,yes,1,no,0,unknown,2,jun,193,5,-1,0,0,0
38,blue-collar,married,1,primary,1,no,0,3419,yes,1,no,0,unknown,20,jun,324,5,-1,0,0,0
25,unemployed,single,0,tertiary,3,no,0,343,no,0,no,0,cellular,1,jun,377,1,-1,0,0,1
49,management,married,1,tertiary,3,no,0,852,yes,1,no,0,cellular,20,nov,408,1,-1,0,0,0
33,blue-collar,married,1,primary,1,no,0,50,yes,1,no,0,cellular,7,may,246,2,-1,0,0,0
40,management,single,0,tertiary,3,no,0,0,no,0,no,0,cellular,26,aug,58,7,-1,0,0,0
44,blue-collar,married,1,primary,1,no,0,10,yes,1,no,0,cellular,17,jul,196,1,-1,0,0,0
32,blue-collar,married,1,secondary,2,no,0,950,yes,1,yes,1,cellular,20,apr,219,4,-1,0,0,0
52,management,married,1,tertiary,3,no,0,0,yes,1,no,0,cellular,9,jul,197,1,-1,0,0,0
35,management,married,1,tertiary,3,no,0,175,yes,1,no,0,cellular,7,aug,257,2,-1,0,0,0
35,technician,married,1,secondary,2,no,0,-259,yes,1,no,0,cellular,29,jan,381,1,247,2,0,0
32,management,married,1,secondary,2,no,0,6217,yes,1,yes,1,unknown,21,may,486,2,-1,0,0,0
42,technician,married,1,secondary,2,no,0,-1310,yes,1,yes,1,unknown,28,may,162,1,-1,0,0,0
59,blue-collar,married,1,unknown,0,no,0,139,no,0,no,0,unknown,5,jun,153,1,-1,0,0,0
44,technician,single,0,secondary,2,no,0,7138,no,0,no,0,cellular,8,aug,809,2,-1,0,0,1
50,admin.,divorced,0,secondary,2,no,0,1111,yes,1,no,0,cellular,17,apr,50,1,-1,0,0,0
27,blue-collar,single,0,secondary,2,no,0,113,no,0,no,0,cellular,22,jul,39,17,-1,0,0,0
55,management,divorced,0,tertiary,3,no,0,-612,no,0,no,0,cellular,26,aug,131,2,-1,0,0,0
54,blue-collar,married,1,unknown,0,no,0,310,yes,1,no,0,telephone,28,jan,526,4,258,3,0,0
31,unemployed,single,0,secondary,2,no,0,-186,yes,1,no,0,unknown,26,may,172,3,-1,0,0,0
56,admin.,married,1,unknown,0,no,0,2038,no,0,no,0,cellular,8,feb,405,1,305,1,1,0
51,self-employed,married,1,tertiary,3,no,0,833,no,0,no,0,cellular,31,jul,77,3,-1,0,0,0
61,blue-collar,married,1,primary,1,no,0,625,yes,1,no,0,unknown,19,may,158,2,-1,0,0,0
34,technician,single,0,secondary,2,no,0,105,yes,1,no,0,cellular,7,may,146,2,171,3,0,0
56,blue-collar,married,1,primary,1,no,0,551,no,0,no,0,unknown,29,may,27,1,-1,0,0,0
29,student,single,0,unknown,0,no,0,145,no,0,no,0,cellular,14,aug,105,1,-1,0,0,0
34,management,single,0,tertiary,3,no,0,618,yes,1,no,0,unknown,3,jun,119,4,-1,0,0,0
35,services,single,0,secondary,2,no,0,1063,yes,1,yes,1,cellular,16,apr,327,1,-1,0,0,0
56,admin.,divorced,0,secondary,2,no,0,985,no,0,yes,1,cellular,18,aug,150,2,-1,0,0,0
45,blue-collar,married,1,secondary,2,no,0,2926,yes,1,yes,1,cellular,19,nov,482,3,120,2,0,0
31,admin.,single,0,secondary,2,no,0,-449,yes,1,no,0,unknown,28,may,81,2,-1,0,0,0
37,entrepreneur,divorced,0,tertiary,3,no,0,66,no,0,no,0,cellular,18,nov,1164,2,-1,0,0,1
43,admin.,married,1,secondary,2,no,0,0,yes,1,no,0,cellular,17,jul,674,3,-1,0,0,0
40,management,married,1,unknown,0,no,0,419,yes,1,no,0,cellular,10,jul,347,1,-1,0,0,0
44,management,married,1,primary,1,no,0,4758,yes,1,no,0,cellular,22,jul,712,6,-1,0,0,1
38,admin.,single,0,secondary,2,no,0,-23,no,0,no,0,cellular,20,nov,48,2,-1,0,0,0
58,management,divorced,0,tertiary,3,no,0,1573,yes,1,yes,1,cellular,17,nov,279,1,-1,0,0,0
24,blue-collar,single,0,secondary,2,no,0,77,yes,1,no,0,unknown,16,may,236,2,-1,0,0,0
53,services,married,1,secondary,2,no,0,1378,yes,1,no,0,cellular,18,jul,91,2,-1,0,0,0
36,blue-collar,married,1,secondary,2,no,0,-73,yes,1,yes,1,cellular,18,may,15,8,-1,0,0,0
28,blue-collar,married,1,primary,1,no,0,60,yes,1,no,0,cellular,6,may,161,1,337,1,0,0
45,blue-collar,married,1,primary,1,no,0,137,yes,1,yes,1,unknown,16,may,187,19,-1,0,0,0
32,admin.,single,0,tertiary,3,no,0,1583,yes,1,no,0,cellular,19,nov,100,1,182,1,0,0
46,admin.,married,1,secondary,2,no,0,-121,yes,1,yes,1,cellular,8,jul,214,4,-1,0,0,0
28,blue-collar,single,0,secondary,2,no,0,1065,yes,1,yes,1,cellular,17,apr,406,1,317,1,0,0
51,unemployed,married,1,secondary,2,no,0,-13,yes,1,no,0,cellular,13,may,361,1,364,1,0,0
51,blue-collar,married,1,primary,1,no,0,1869,no,0,no,0,unknown,17,jun,30,3,-1,0,0,0
30,technician,single,0,secondary,2,no,0,4787,yes,1,no,0,unknown,4,jun,99,2,-1,0,0,0
39,technician,married,1,secondary,2,yes,1,-183,yes,1,no,0,unknown,14,may,202,2,-1,0,0,0
28,blue-collar,married,1,primary,1,no,0,702,yes,1,no,0,unknown,26,jun,318,2,-1,0,0,0
31,management,single,0,tertiary,3,no,0,1494,no,0,no,0,cellular,13,aug,275,12,-1,0,0,0
31,blue-collar,married,1,primary,1,no,0,0,yes,1,yes,1,unknown,12,may,59,4,-1,0,0,0
38,management,married,1,tertiary,3,no,0,46,no,0,no,0,cellular,29,aug,70,4,-1,0,0,0
31,blue-collar,single,0,secondary,2,no,0,609,yes,1,no,0,cellular,14,apr,1126,1,335,1,0,0
74,retired,divorced,0,secondary,2,no,0,4079,no,0,no,0,cellular,19,oct,343,3,-1,0,0,1
40,management,single,0,tertiary,3,no,0,0,yes,1,no,0,cellular,23,feb,228,2,182,6,0,1
43,technician,married,1,secondary,2,no,0,7876,yes,1,no,0,cellular,11,aug,209,2,-1,0,0,0
34,technician,single,0,tertiary,3,no,0,925,yes,1,no,0,cellular,13,apr,709,1,-1,0,0,1
54,management,divorced,0,tertiary,3,no,0,7010,no,0,no,0,cellular,11,mar,275,2,-1,0,0,0
51,blue-collar,married,1,primary,1,no,0,42,yes,1,no,0,cellular,12,may,51,2,342,3,0,0
33,blue-collar,married,1,secondary,2,no,0,285,no,0,yes,1,unknown,3,jul,267,1,-1,0,0,0
41,technician,married,1,tertiary,3,no,0,0,no,0,no,0,unknown,20,jun,95,1,-1,0,0,0
33,management,single,0,tertiary,3,no,0,3170,no,0,no,0,cellular,28,oct,246,2,-1,0,0,0
48,admin.,married,1,secondary,2,no,0,8,no,0,yes,1,cellular,7,jul,46,1,-1,0,0,0
42,self-employed,divorced,0,tertiary,3,no,0,216,yes,1,no,0,cellular,8,may,144,3,-1,0,0,0
35,management,single,0,tertiary,3,no,0,2975,no,0,no,0,cellular,8,aug,249,2,-1,0,0,0
25,admin.,married,1,secondary,2,no,0,894,yes,1,no,0,unknown,28,may,328,1,-1,0,0,0
38,blue-collar,single,0,primary,1,no,0,490,yes,1,yes,1,unknown,25,aug,17,1,-1,0,0,0
45,entrepreneur,married,1,secondary,2,no,0,245,yes,1,no,0,unknown,14,may,126,3,-1,0,0,0
59,management,divorced,0,tertiary,3,no,0,0,yes,1,no,0,cellular,31,jul,52,8,-1,0,0,0
47,management,married,1,unknown,0,no,0,150,no,0,no,0,unknown,9,jun,52,1,-1,0,0,0
33,management,married,1,tertiary,3,no,0,4,yes,1,no,0,cellular,16,jul,285,5,-1,0,0,0
59,management,married,1,primary,1,no,0,1727,no,0,no,0,telephone,25,may,500,4,358,2,0,1
41,blue-collar,divorced,0,primary,1,no,0,664,no,0,yes,1,cellular,15,jul,955,5,-1,0,0,1
42,technician,married,1,secondary,2,no,0,473,yes,1,no,0,cellular,7,jul,216,5,-1,0,0,0
51,technician,divorced,0,tertiary,3,no,0,0,no,0,no,0,cellular,28,aug,84,7,-1,0,0,0
45,management,married,1,tertiary,3,no,0,-192,yes,1,no,0,cellular,6,may,138,3,-1,0,0,0
30,management,married,1,tertiary,3,no,0,1942,yes,1,yes,1,cellular,21,nov,436,2,178,3,0,1
33,blue-collar,single,0,secondary,2,no,0,5137,yes,1,no,0,cellular,6,may,123,1,-1,0,0,0
43,management,married,1,tertiary,3,no,0,13044,no,0,no,0,cellular,18,aug,36,4,-1,0,0,0
37,blue-collar,married,1,secondary,2,no,0,1053,no,0,no,0,unknown,16,jun,405,3,-1,0,0,0
73,retired,married,1,primary,1,no,0,154,no,0,no,0,cellular,15,oct,103,1,-1,0,0,0
43,blue-collar,married,1,secondary,2,no,0,625,yes,1,no,0,unknown,30,sep,175,1,-1,0,0,0
52,unemployed,married,1,primary,1,no,0,255,no,0,yes,1,cellular,10,jul,374,3,-1,0,0,0
44,management,married,1,tertiary,3,no,0,529,yes,1,no,0,unknown,4,jun,129,4,-1,0,0,0
56,management,married,1,tertiary,3,no,0,318,no,0,yes,1,telephone,9,jul,246,3,-1,0,0,0
21,services,single,0,secondary,2,no,0,1903,yes,1,no,0,unknown,29,may,107,2,-1,0,0,0
43,unknown,married,1,tertiary,3,no,0,1937,no,0,no,0,unknown,19,jun,385,1,-1,0,0,0
54,management,married,1,primary,1,no,0,3859,no,0,yes,1,cellular,20,nov,104,3,-1,0,0,0
59,technician,married,1,primary,1,no,0,4198,no,0,no,0,cellular,14,jan,309,1,91,10,1,1
52,blue-collar,married,1,primary,1,no,0,230,yes,1,no,0,cellular,6,may,198,2,170,2,0,0
31,admin.,single,0,secondary,2,no,0,747,yes,1,no,0,unknown,26,may,543,2,-1,0,0,1
53,admin.,married,1,secondary,2,no,0,263,no,0,yes,1,cellular,18,jul,143,7,-1,0,0,0
24,technician,single,0,secondary,2,no,0,-46,yes,1,no,0,unknown,19,may,23,1,-1,0,0,0
57,retired,married,1,secondary,2,no,0,0,no,0,yes,1,unknown,30,jun,104,2,-1,0,0,0
48,technician,married,1,secondary,2,no,0,568,yes,1,no,0,cellular,2,sep,378,2,386,1,1,1
57,technician,married,1,secondary,2,no,0,1469,yes,1,no,0,cellular,17,nov,364,1,-1,0,0,0
51,technician,married,1,secondary,2,no,0,18,no,0,yes,1,cellular,25,jul,363,6,-1,0,0,0
50,management,divorced,0,tertiary,3,no,0,201,yes,1,no,0,cellular,24,jul,248,1,-1,0,0,0
34,blue-collar,married,1,secondary,2,no,0,1412,yes,1,yes,1,unknown,27,may,157,2,-1,0,0,0
43,blue-collar,married,1,primary,1,no,0,-93,yes,1,no,0,unknown,26,may,402,2,-1,0,0,0
31,services,married,1,secondary,2,no,0,-331,yes,1,no,0,unknown,23,may,203,5,-1,0,0,0
29,blue-collar,married,1,unknown,0,no,0,486,yes,1,no,0,cellular,6,may,422,1,363,1,0,0
39,blue-collar,married,1,primary,1,no,0,694,yes,1,no,0,cellular,21,nov,44,1,-1,0,0,0
36,management,single,0,tertiary,3,no,0,2806,yes,1,no,0,unknown,30,may,358,4,-1,0,0,0
38,unemployed,single,0,tertiary,3,no,0,0,no,0,no,0,cellular,6,feb,39,2,-1,0,0,0
56,management,divorced,0,tertiary,3,no,0,2959,yes,1,no,0,telephone,18,may,325,1,-1,0,0,0
41,housemaid,divorced,0,primary,1,no,0,22,yes,1,no,0,cellular,18,nov,238,3,126,4,0,0
47,technician,married,1,secondary,2,no,0,1167,yes,1,no,0,cellular,30,apr,968,1,87,5,0,1
38,management,single,0,tertiary,3,no,0,35,yes,1,no,0,cellular,17,apr,156,1,273,3,0,0
80,retired,married,1,secondary,2,no,0,8304,no,0,no,0,telephone,6,apr,681,1,118,11,1,0
37,services,married,1,secondary,2,no,0,4760,yes,1,no,0,cellular,20,nov,187,2,-1,0,0,0
44,management,single,0,tertiary,3,no,0,-1313,yes,1,yes,1,cellular,15,may,104,10,-1,0,0,0
33,blue-collar,single,0,secondary,2,no,0,697,no,0,no,0,cellular,6,feb,860,2,-1,0,0,1
53,technician,married,1,secondary,2,no,0,230,no,0,yes,1,cellular,13,aug,112,2,-1,0,0,0
69,retired,married,1,tertiary,3,no,0,473,no,0,no,0,cellular,7,jul,112,1,78,1,0,0
46,technician,married,1,secondary,2,no,0,1427,yes,1,no,0,unknown,14,may,32,3,-1,0,0,0
30,management,single,0,tertiary,3,no,0,201,yes,1,no,0,cellular,17,mar,325,2,-1,0,0,1
31,self-employed,single,0,secondary,2,no,0,1086,no,0,no,0,cellular,20,nov,410,1,-1,0,0,0
38,management,divorced,0,tertiary,3,no,0,4335,yes,1,no,0,cellular,20,nov,640,1,-1,0,0,0
34,services,divorced,0,secondary,2,no,0,44,no,0,no,0,unknown,9,jun,118,1,-1,0,0,0
48,unknown,married,1,unknown,0,no,0,286,no,0,no,0,cellular,30,jul,166,2,-1,0,0,0
46,blue-collar,divorced,0,primary,1,no,0,216,no,0,no,0,cellular,2,feb,173,1,-1,0,0,0
42,admin.,married,1,secondary,2,no,0,214,yes,1,no,0,unknown,28,may,21,24,-1,0,0,0
41,blue-collar,married,1,secondary,2,no,0,343,yes,1,no,0,unknown,14,may,89,7,-1,0,0,0
33,blue-collar,married,1,secondary,2,no,0,-77,yes,1,no,0,cellular,28,jul,151,3,-1,0,0,0
39,blue-collar,married,1,primary,1,no,0,1046,no,0,no,0,unknown,19,jun,112,4,-1,0,0,0
27,student,single,0,secondary,2,no,0,1566,no,0,no,0,cellular,30,jan,164,5,-1,0,0,0
26,management,single,0,tertiary,3,no,0,592,no,0,no,0,telephone,29,jan,145,2,164,1,0,0
38,management,single,0,tertiary,3,no,0,104,yes,1,no,0,cellular,6,may,606,3,-1,0,0,1
48,blue-collar,married,1,secondary,2,no,0,0,yes,1,no,0,unknown,26,may,105,1,-1,0,0,0
54,services,married,1,secondary,2,no,0,-22,no,0,yes,1,cellular,9,jul,85,1,-1,0,0,0
51,services,married,1,secondary,2,no,0,0,no,0,no,0,cellular,18,jul,439,3,-1,0,0,0
47,technician,married,1,secondary,2,no,0,72,no,0,no,0,unknown,29,may,278,1,-1,0,0,0
53,technician,married,1,secondary,2,no,0,100,no,0,no,0,cellular,13,aug,205,4,-1,0,0,0
35,blue-collar,married,1,primary,1,no,0,319,yes,1,no,0,cellular,16,jul,221,1,-1,0,0,0
58,management,married,1,tertiary,3,no,0,9339,yes,1,no,0,telephone,18,nov,52,3,172,3,0,0
52,management,divorced,0,tertiary,3,no,0,50,yes,1,no,0,unknown,12,jun,84,3,-1,0,0,0
57,retired,married,1,secondary,2,yes,1,32,yes,1,no,0,cellular,15,may,476,3,-1,0,0,0
52,management,married,1,tertiary,3,no,0,6922,no,0,no,0,cellular,20,nov,371,1,-1,0,0,0
35,management,single,0,tertiary,3,no,0,633,yes,1,no,0,cellular,17,apr,128,3,-1,0,0,0
48,technician,married,1,secondary,2,no,0,4265,yes,1,no,0,unknown,13,may,220,2,-1,0,0,0
46,entrepreneur,married,1,tertiary,3,no,0,2262,no,0,no,0,telephone,14,jul,44,14,-1,0,0,0
39,services,married,1,secondary,2,no,0,1970,yes,1,no,0,unknown,8,jun,30,1,404,2,1,0
38,self-employed,divorced,0,tertiary,3,no,0,1513,no,0,no,0,cellular,7,may,330,1,342,1,0,0
34,entrepreneur,married,1,secondary,2,no,0,4659,yes,1,no,0,unknown,30,aug,28,1,-1,0,0,0
47,entrepreneur,married,1,primary,1,no,0,668,no,0,no,0,cellular,12,may,908,1,-1,0,0,0
35,management,divorced,0,tertiary,3,no,0,649,no,0,no,0,cellular,16,apr,177,1,-1,0,0,0
46,blue-collar,divorced,0,primary,1,no,0,452,yes,1,no,0,unknown,9,may,113,4,-1,0,0,0
27,admin.,single,0,secondary,2,no,0,-145,yes,1,no,0,telephone,15,may,289,8,-1,0,0,0
31,blue-collar,married,1,secondary,2,no,0,-498,yes,1,no,0,cellular,21,jul,357,1,-1,0,0,0
31,management,single,0,tertiary,3,no,0,0,no,0,no,0,cellular,28,aug,38,16,-1,0,0,0
46,admin.,married,1,secondary,2,no,0,22,yes,1,no,0,cellular,7,aug,414,4,-1,0,0,0
31,admin.,married,1,secondary,2,no,0,2304,yes,1,no,0,cellular,20,nov,257,2,-1,0,0,0
33,management,married,1,tertiary,3,no,0,1412,yes,1,no,0,unknown,19,aug,480,1,-1,0,0,1
42,housemaid,married,1,primary,1,no,0,145,no,0,no,0,cellular,20,aug,252,2,-1,0,0,0
33,management,single,0,primary,1,no,0,4897,yes,1,no,0,unknown,20,may,151,1,-1,0,0,0
40,housemaid,married,1,primary,1,no,0,1832,no,0,no,0,cellular,6,feb,213,4,-1,0,0,0
51,blue-collar,married,1,primary,1,no,0,3726,no,0,yes,1,cellular,27,aug,119,12,-1,0,0,0
31,unemployed,married,1,tertiary,3,no,0,591,no,0,no,0,cellular,21,nov,161,2,-1,0,0,0
62,retired,divorced,0,tertiary,3,no,0,0,no,0,no,0,cellular,13,nov,227,2,-1,0,0,1
24,student,single,0,secondary,2,no,0,508,yes,1,no,0,telephone,18,may,12,3,374,1,0,0
48,unemployed,married,1,secondary,2,no,0,817,no,0,no,0,cellular,14,jan,517,1,282,4,1,1
41,technician,divorced,0,secondary,2,no,0,348,yes,1,no,0,cellular,7,may,225,2,275,2,0,0
43,management,married,1,tertiary,3,no,0,291,yes,1,no,0,unknown,9,may,150,2,-1,0,0,0
52,technician,married,1,secondary,2,no,0,3554,no,0,yes,1,cellular,8,jul,89,1,-1,0,0,0
54,blue-collar,married,1,primary,1,no,0,781,yes,1,no,0,unknown,9,may,103,2,-1,0,0,0
32,technician,divorced,0,tertiary,3,no,0,267,no,0,no,0,cellular,26,may,128,1,-1,0,0,0
38,blue-collar,married,1,primary,1,no,0,1327,yes,1,no,0,cellular,20,nov,277,1,-1,0,0,0
41,admin.,married,1,primary,1,no,0,-306,yes,1,no,0,unknown,15,may,500,1,-1,0,0,1
31,blue-collar,single,0,primary,1,no,0,864,yes,1,no,0,telephone,14,may,113,2,-1,0,0,0
35,housemaid,married,1,tertiary,3,no,0,1265,yes,1,no,0,cellular,15,may,326,5,179,4,0,1
26,admin.,married,1,secondary,2,no,0,0,no,0,no,0,unknown,27,may,755,1,-1,0,0,0
52,technician,married,1,tertiary,3,no,0,214,no,0,no,0,cellular,29,aug,161,3,-1,0,0,0
58,retired,married,1,secondary,2,no,0,425,yes,1,yes,1,cellular,17,nov,100,1,-1,0,0,0
57,housemaid,married,1,tertiary,3,no,0,3,no,0,no,0,cellular,4,aug,142,2,-1,0,0,0
34,management,married,1,tertiary,3,no,0,0,yes,1,no,0,unknown,8,may,214,2,-1,0,0,0
59,blue-collar,married,1,primary,1,no,0,0,no,0,no,0,cellular,18,nov,167,2,-1,0,0,0
27,technician,single,0,secondary,2,no,0,282,no,0,yes,1,cellular,9,jul,676,5,-1,0,0,0
42,entrepreneur,married,1,tertiary,3,no,0,0,no,0,no,0,cellular,9,jul,236,1,-1,0,0,0
47,housemaid,single,0,tertiary,3,no,0,3727,no,0,no,0,unknown,12,jun,993,6,-1,0,0,1
33,blue-collar,married,1,secondary,2,no,0,0,yes,1,yes,1,cellular,28,jul,83,12,-1,0,0,0
31,services,single,0,secondary,2,no,0,864,yes,1,no,0,cellular,6,may,100,1,-1,0,0,0
37,management,married,1,tertiary,3,no,0,4089,yes,1,no,0,cellular,2,feb,289,2,174,4,0,1
29,blue-collar,married,1,secondary,2,no,0,-478,no,0,yes,1,cellular,8,jul,528,2,-1,0,0,0
38,unemployed,married,1,primary,1,no,0,-363,no,0,no,0,unknown,12,jun,340,2,-1,0,0,0
35,self-employed,married,1,secondary,2,no,0,8883,no,0,no,0,cellular,21,nov,33,3,-1,0,0,0
31,technician,single,0,secondary,2,no,0,1970,no,0,no,0,telephone,17,apr,284,3,-1,0,0,0
62,management,married,1,tertiary,3,no,0,1859,no,0,no,0,telephone,6,aug,245,3,-1,0,0,1
32,technician,single,0,tertiary,3,no,0,1059,yes,1,no,0,cellular,17,apr,115,1,-1,0,0,0
31,services,married,1,secondary,2,no,0,388,yes,1,no,0,unknown,5,may,730,2,-1,0,0,0
51,blue-collar,divorced,0,primary,1,no,0,602,yes,1,no,0,cellular,11,may,347,1,284,2,0,0
29,services,single,0,secondary,2,no,0,0,no,0,no,0,cellular,17,jul,58,1,-1,0,0,0
43,blue-collar,married,1,primary,1,no,0,255,yes,1,no,0,cellular,17,jul,180,1,-1,0,0,0
36,blue-collar,married,1,secondary,2,no,0,63,yes,1,no,0,unknown,2,jun,56,8,-1,0,0,0
34,self-employed,married,1,primary,1,no,0,712,yes,1,no,0,unknown,2,jun,326,3,-1,0,0,0
29,services,married,1,secondary,2,no,0,57,yes,1,no,0,telephone,21,jul,342,9,-1,0,0,0
57,retired,married,1,secondary,2,no,0,523,no,0,yes,1,cellular,2,feb,49,6,-1,0,0,0
43,management,married,1,tertiary,3,no,0,422,no,0,no,0,cellular,12,aug,110,1,-1,0,0,0
33,services,married,1,secondary,2,no,0,386,no,0,no,0,cellular,12,nov,253,1,92,4,0,1
60,management,married,1,tertiary,3,no,0,3387,no,0,no,0,cellular,14,aug,636,2,-1,0,0,0
51,technician,married,1,primary,1,no,0,260,no,0,no,0,cellular,19,aug,137,2,-1,0,0,0
40,admin.,single,0,secondary,2,no,0,-1,no,0,no,0,cellular,7,jul,173,1,-1,0,0,0
51,technician,married,1,secondary,2,no,0,1490,yes,1,no,0,cellular,18,jul,227,2,-1,0,0,0
38,services,married,1,secondary,2,no,0,497,yes,1,yes,1,unknown,19,may,88,5,-1,0,0,0
35,technician,married,1,secondary,2,no,0,1707,yes,1,no,0,unknown,2,jun,426,3,-1,0,0,0
47,technician,married,1,secondary,2,no,0,826,yes,1,no,0,telephone,18,nov,195,3,112,8,0,0
45,blue-collar,married,1,primary,1,no,0,907,no,0,no,0,cellular,18,aug,230,8,-1,0,0,0
40,services,married,1,secondary,2,no,0,1836,yes,1,no,0,cellular,12,may,750,2,-1,0,0,1
29,entrepreneur,single,0,secondary,2,no,0,404,no,0,no,0,cellular,30,jan,413,3,-1,0,0,0
52,management,divorced,0,tertiary,3,no,0,907,yes,1,no,0,unknown,4,jun,104,2,-1,0,0,0
26,technician,married,1,secondary,2,no,0,18,yes,1,yes,1,cellular,5,may,138,1,-1,0,0,0
31,blue-collar,single,0,primary,1,no,0,-495,yes,1,no,0,unknown,29,may,334,2,-1,0,0,0
55,services,married,1,unknown,0,no,0,1210,yes,1,no,0,unknown,30,may,868,1,-1,0,0,0
35,services,married,1,secondary,2,no,0,819,yes,1,no,0,telephone,14,jul,102,14,-1,0,0,0
56,management,divorced,0,tertiary,3,no,0,442,no,0,no,0,unknown,28,may,77,3,-1,0,0,0
28,blue-collar,single,0,secondary,2,no,0,-46,yes,1,no,0,cellular,1,sep,199,1,92,14,1,1
27,student,single,0,secondary,2,no,0,671,yes,1,no,0,unknown,7,may,332,2,-1,0,0,0
30,technician,married,1,secondary,2,no,0,371,no,0,no,0,cellular,7,aug,124,2,-1,0,0,0
51,technician,married,1,tertiary,3,no,0,-3,no,0,no,0,cellular,25,aug,91,9,-1,0,0,0
33,management,married,1,secondary,2,no,0,11,yes,1,no,0,cellular,4,may,104,3,-1,0,0,0
32,blue-collar,single,0,secondary,2,no,0,33,yes,1,no,0,cellular,18,may,125,1,368,4,0,0
43,entrepreneur,married,1,secondary,2,no,0,104,yes,1,no,0,cellular,18,jul,635,3,-1,0,0,1
46,blue-collar,married,1,primary,1,no,0,174,no,0,yes,1,cellular,15,jul,90,1,-1,0,0,0
32,management,married,1,tertiary,3,no,0,3107,yes,1,yes,1,cellular,25,jul,310,1,-1,0,0,0
40,services,married,1,secondary,2,no,0,1438,yes,1,no,0,cellular,6,may,207,1,351,2,0,0
39,blue-collar,married,1,secondary,2,no,0,1367,no,0,no,0,unknown,12,jun,43,1,-1,0,0,0
51,blue-collar,married,1,primary,1,no,0,-11,no,0,no,0,telephone,16,jul,126,4,-1,0,0,0
46,admin.,single,0,secondary,2,no,0,1693,yes,1,no,0,cellular,25,jan,137,1,97,1,1,0
43,blue-collar,married,1,primary,1,no,0,778,yes,1,yes,1,unknown,15,may,284,5,-1,0,0,0
36,technician,married,1,tertiary,3,no,0,837,no,0,no,0,cellular,28,aug,68,6,-1,0,0,0
